((572, 145441))	351050	306032	433612	344380	171864	8837	280566	123894	88057	435320	268374	201329	319030	337543	77227	207724	414768	226400	281432	267310	70567	228617	86538	303812	432631	379106	430566	75234	443776	307022	127723	430625	347815	236785	281427	367221	69523	194402	253382	316627	329214	115423	401857	169259	23739	172830	351129	443471	431502	365982
((572, 305821))	393143	188324	127723	329378	77227	306800	205851	367221	289174	430625	451653	75234	236785	452004	433612	245681	86693	392635	8837	425499	57588	136865	379106	337543	418042	253382	101821	229784	77088	172830	201329	207724	388926	189738	23739	349227	165361	307187	308225	281427	123894	281432	222315	347815	437611	85830	426210	199885	402730	319030
((572, 433731))	402730	245681	88057	285107	349227	23739	253382	349470	222315	19771	127723	306032	30324	268374	430625	229784	392635	236785	32508	452004	432631	86538	373988	351050	48195	75234	430566	393143	201329	123894	80352	351129	308225	172830	171864	433612	55888	194402	66664	437611	319030	61469	264712	86693	210388	435320	197821	226400	281432	401158
((572, 36838))	443471	351129	319030	344380	229784	228617	136865	307187	19771	443776	70567	82503	430625	32508	213027	307022	53753	456431	307408	373988	329217	236785	48195	395754	199885	452004	280866	127723	425499	432631	245681	393143	222315	435320	365982	210388	359778	194402	23739	197821	281427	303812	436454	171864	268374	418042	264712	220456	267310	351050
((572, 54451))	199885	306032	188324	436454	365982	367221	88057	418042	281427	27582	280566	172830	351050	388926	329214	425499	332739	329378	57588	86693	379106	75234	220456	194402	127723	8837	179840	337543	245681	205851	395754	115423	69523	244044	456431	435320	401857	347815	268374	53753	228617	264712	189738	80352	443776	61469	393143	324776	426210	136865
((572, 145232))	27582	324776	344380	253382	303812	19771	307187	264712	306800	329378	319030	267310	127723	435320	165361	281432	244044	48195	307408	201329	61469	431502	75234	359778	32508	430566	207724	349470	436454	101821	393143	285107	280566	8837	123894	69523	401857	414768	297412	86538	347815	307022	289174	375284	169259	189738	23739	402730	57588	280866
((572, 311189))	88057	75234	319030	351050	402730	379106	222315	85830	297412	431502	253382	27582	115423	349470	226400	433612	285107	66664	308225	401857	272396	82503	19771	425499	123894	55888	207724	365982	436454	77088	375284	401158	86497	268374	430566	373988	316627	264712	171864	165361	80352	349227	392635	430625	48195	443776	77227	306800	281432	245681
((572, 190318))	205851	281432	452004	207724	194402	430566	70567	307022	437611	451653	433612	53753	48195	418042	171864	272396	88057	123894	169259	379106	189738	244044	456431	80130	324776	222315	115423	392635	306032	179840	197821	86497	425499	443471	332739	319030	308225	432631	430625	373988	267310	426210	136865	443776	375284	8837	57588	228617	236785	306800
((572, 391182))	229784	306032	88057	226400	86693	236785	324776	267310	375284	75234	401158	393143	207724	85830	307022	69523	443776	414768	452004	272396	171864	451653	349470	115423	169259	402730	430566	395754	281432	86497	433612	53753	194402	359778	197821	228617	425499	303812	349227	61469	430625	213027	222315	199885	66664	165361	55888	456431	435320	280566
((572, 88319))	30324	349227	268374	349470	351050	280566	430625	61469	280866	169259	267310	80352	69523	207724	306800	165361	244044	307187	379106	401857	373988	365982	213027	57588	210388	226400	88057	27582	324776	53753	220456	414768	75234	289174	197821	308225	189738	347815	344380	85830	359778	136865	281427	86693	281432	451653	316627	77088	329214	433612
((572, 298368))	229784	285107	236785	23739	456431	188324	401158	316627	401857	306032	307408	8837	431502	189738	332739	52212	307187	226400	27582	268374	418042	297412	373988	165361	244044	329378	115423	425499	267310	430625	329217	199885	414768	443471	228617	375284	77088	57588	197821	344380	388926	379106	452004	82503	402730	86693	306800	351050	201329	436454
((572, 47898))	337543	425499	306032	436454	393143	388926	77088	347815	19771	308225	431502	430625	88057	452004	213027	307022	101821	329217	207724	435320	136865	306800	48195	359778	75234	23739	379106	414768	229784	32508	297412	86538	8837	77227	55888	188324	281432	57588	392635	264712	401158	61469	351129	53753	86693	329214	220456	85830	307408	165361
((572, 412047))	136865	452004	201329	414768	86693	245681	220456	69523	395754	222315	210388	337543	85830	280866	297412	430566	86538	199885	359778	236785	101821	306800	244044	401857	228617	281432	188324	319030	402730	172830	425499	308225	329378	169259	392635	77088	123894	77227	329214	306032	379106	307187	435320	418042	426210	307022	332739	436454	432631	253382
((572, 3060))	349227	8837	332739	433612	19771	426210	101821	88057	228617	308225	188324	69523	30324	280566	199885	375284	213027	456431	236785	23739	351129	306032	86497	401857	435320	75234	281427	169259	436454	395754	210388	179840	430566	201329	264712	451653	379106	272396	268374	86693	194402	80130	267310	82503	351050	329378	401158	123894	307408	365982
((572, 19605))	359778	349227	229784	222315	379106	456431	392635	430625	332739	393143	280566	179840	57588	169259	86538	373988	443776	289174	244044	201329	228617	194402	437611	75234	52212	213027	268374	115423	165361	8837	205851	451653	281432	86497	61469	307187	82503	210388	401158	430566	245681	171864	307408	365982	253382	30324	264712	199885	426210	435320
((572, 223622))	82503	30324	319030	344380	351129	307022	194402	19771	297412	188324	289174	456431	307187	375284	86538	393143	337543	86497	373988	359778	220456	169259	392635	437611	207724	365982	306800	77088	414768	57588	189738	324776	395754	52212	349227	236785	244044	88057	430566	77227	308225	435320	226400	268374	281427	432631	253382	303812	172830	86693
((572, 226267))	66664	77088	418042	189738	199885	452004	392635	414768	236785	281427	432631	82503	307408	55888	324776	425499	85830	307187	205851	375284	207724	388926	179840	393143	115423	32508	169259	220456	395754	86693	431502	316627	297412	280866	80352	197821	332739	285107	69523	347815	70567	430566	253382	351129	365982	228617	289174	222315	443471	351050
((572, 99334))	220456	344380	61469	401158	55888	308225	375284	388926	53753	307022	77088	437611	80352	319030	306032	253382	289174	115423	297412	75234	210388	280566	306800	351050	268374	172830	236785	86693	329214	430625	19771	226400	201329	194402	426210	57588	197821	392635	189738	452004	267310	456431	229784	213027	199885	349470	329217	393143	127723	86538
((572, 424959))	307187	401158	188324	425499	77227	443471	70567	432631	244044	431502	48195	77088	285107	88057	264712	57588	165361	379106	75234	272396	55888	289174	32508	86497	451653	388926	392635	395754	123894	267310	393143	349227	268374	8837	86693	430566	213027	433612	373988	222315	85830	319030	347815	82503	303812	205851	418042	228617	306800	329214
((572, 252725))	61469	228617	23739	165361	401158	431502	70567	229784	329214	77088	194402	268374	388926	425499	245681	402730	307187	430566	306800	316627	281432	136865	280866	435320	205851	189738	169259	213027	451653	367221	443471	188324	85830	337543	349227	69523	207724	351050	115423	347815	433612	199885	82503	319030	52212	307022	344380	244044	75234	307408
((572, 45983))	379106	169259	329378	88057	344380	332739	70567	222315	303812	115423	205851	392635	402730	210388	329217	57588	268374	188324	349227	127723	443471	393143	359778	351129	367221	69523	267310	285107	123894	207724	289174	229784	443776	48195	430566	281432	351050	236785	431502	307187	401857	436454	82503	220456	85830	316627	101821	226400	425499	30324
((572, 278784))	213027	88057	307187	69523	189738	127723	171864	220456	280866	392635	443776	229784	349470	379106	207724	307022	169259	272396	165361	306800	8837	188324	80130	375284	197821	101821	267310	351050	289174	23739	222315	30324	253382	430625	85830	388926	456431	414768	82503	452004	393143	264712	337543	236785	32508	316627	172830	425499	281432	86538
((572, 410205))	297412	456431	53753	426210	115423	194402	418042	395754	375284	169259	199885	77227	281427	30324	55888	172830	82503	88057	201329	401857	307187	52212	373988	189738	344380	452004	244044	379106	210388	307408	48195	431502	165361	443471	127723	179840	226400	236785	86693	281432	443776	351050	329214	245681	197821	430566	285107	347815	432631	392635
((572, 415418))	379106	66664	347815	289174	197821	179840	401857	324776	351129	451653	402730	213027	8837	392635	437611	27582	57588	452004	23739	70567	165361	188324	344380	359778	48195	443471	280866	316627	194402	201329	430566	297412	375284	86497	236785	365982	285107	82503	264712	244044	30324	456431	373988	426210	136865	332739	189738	229784	303812	115423
((572, 174403))	268374	436454	430625	264712	332739	324776	75234	307187	86693	433612	188324	379106	172830	329378	443776	82503	115423	85830	27582	70567	306800	280866	207724	430566	220456	30324	226400	349227	165361	319030	57588	393143	253382	197821	32508	329214	289174	80130	329217	267310	179840	281427	19771	426210	347815	401857	136865	61469	307022	213027
((572, 184165))	236785	285107	280566	319030	169259	351129	32508	393143	443776	324776	172830	316627	201329	245681	52212	430566	210388	264712	80352	244044	306032	19771	367221	136865	430625	226400	179840	307408	418042	281427	379106	86693	329217	77227	267310	272396	306800	392635	375284	349470	289174	253382	388926	344380	229784	205851	307022	401158	433612	303812
((572, 293220))	85830	188324	244044	289174	172830	207724	344380	337543	456431	268374	264712	77088	66664	367221	418042	165361	52212	437611	307022	194402	297412	329214	169259	432631	8837	285107	136865	80130	86693	210388	324776	19771	228617	32508	197821	75234	443776	267310	433612	351050	308225	303812	272396	236785	30324	88057	349227	451653	253382	414768
((572, 403123))	127723	402730	359778	66664	418042	86693	86538	373988	306800	430625	229784	85830	228617	388926	351129	86497	207724	32508	8837	77227	337543	222315	136865	316627	82503	426210	280566	430566	205851	245681	365982	435320	443776	451653	169259	19771	281427	437611	75234	431502	23739	425499	236785	267310	329214	349227	53753	306032	297412	351050
((572, 346335))	66664	228617	123894	430566	199885	179840	437611	351050	388926	61469	430625	431502	188324	210388	392635	306032	32508	8837	324776	307187	280566	414768	171864	395754	23739	101821	393143	222315	77227	297412	401857	57588	194402	349227	189738	86497	375284	307408	452004	401158	80352	316627	373988	213027	80130	306800	329378	244044	359778	402730
((572, 307679))	373988	281432	379106	307187	367221	55888	19771	430566	220456	306800	395754	456431	289174	77088	80130	228617	197821	213027	451653	165361	222315	210388	425499	307022	179840	201329	8837	329378	329214	57588	443471	205851	402730	169259	23739	268374	172830	66664	426210	436454	194402	53753	267310	344380	349227	443776	280866	264712	281427	307408
((572, 47749))	456431	179840	347815	69523	77088	281427	264712	55888	359778	297412	229784	30324	165361	329214	188324	344380	307187	210388	451653	66664	194402	213027	392635	401158	307408	373988	324776	432631	308225	86693	337543	253382	101821	115423	19771	306032	244044	393143	228617	32508	430566	426210	226400	189738	169259	220456	23739	280866	395754	80352
((572, 147671))	205851	351050	401857	207724	194402	375284	171864	253382	289174	172830	245681	316627	285107	401158	359778	272396	365982	267310	199885	303812	392635	430625	280866	443776	55888	306800	86693	264712	308225	452004	188324	179840	169259	281432	426210	77227	61469	77088	30324	189738	88057	66664	435320	306032	222315	136865	329217	86538	418042	228617
((572, 447342))	201329	351129	433612	77088	55888	228617	172830	57588	344380	456431	23739	226400	329378	393143	207724	253382	280566	220456	77227	213027	205851	316627	210388	379106	264712	307187	101821	48195	70567	244044	401158	52212	452004	392635	123894	189738	27582	367221	280866	337543	388926	82503	437611	297412	80352	86497	66664	69523	171864	32508
((572, 223184))	307187	285107	85830	436454	329378	443776	172830	280566	402730	222315	101821	213027	332739	388926	451653	86538	57588	123894	359778	77088	456431	197821	136865	373988	418042	414768	75234	201329	435320	379106	401857	194402	392635	199885	281427	86497	280866	347815	171864	69523	430625	210388	8837	30324	308225	316627	70567	430566	401158	306032
((572, 88710))	229784	307187	101821	395754	388926	27582	351129	418042	199885	220456	245681	432631	23739	115423	344380	165361	77088	308225	172830	70567	329378	329214	236785	319030	85830	329217	32508	61469	289174	57588	123894	307408	82503	430625	281432	171864	268374	307022	53753	194402	451653	267310	392635	188324	456431	88057	306800	86497	425499	426210
((572, 391397))	297412	213027	115423	70567	281427	210388	332739	272396	75234	359778	169259	443471	86538	435320	86497	430566	280566	220456	172830	32508	245681	367221	86693	337543	307022	189738	207724	136865	418042	53753	165361	401158	426210	319030	244044	30324	85830	88057	268374	77088	48195	316627	289174	388926	303812	80130	344380	127723	456431	55888
((572, 359720))	349227	289174	373988	213027	53753	57588	88057	75234	281432	55888	86497	432631	229784	329378	27582	316627	197821	32508	297412	430566	85830	222315	402730	351050	285107	319030	435320	66664	433612	401857	426210	210388	332739	19771	80130	452004	264712	392635	431502	226400	329217	393143	443776	272396	281427	388926	69523	306800	23739	379106
((572, 120307))	88057	289174	329378	136865	432631	80130	414768	401857	32508	82503	425499	8837	207724	329214	306032	267310	222315	210388	393143	324776	226400	436454	430566	23739	431502	80352	365982	319030	280566	285107	165361	402730	344380	433612	443776	392635	228617	349227	115423	199885	329217	316627	307408	437611	86538	66664	307187	86497	401158	52212
((572, 85810))	66664	245681	229784	55888	80352	306032	401158	205851	308225	435320	365982	197821	70567	430625	127723	32508	220456	433612	52212	19771	401857	77088	281432	123894	267310	347815	201329	373988	30324	303812	8837	395754	189738	169259	179840	199885	332739	351129	430566	379106	188324	236785	268374	61469	307408	210388	451653	194402	86538	329214
((572, 274725))	229784	179840	82503	297412	253382	344380	264712	101821	308225	226400	324776	86497	77088	316627	210388	115423	436454	23739	194402	32508	52212	280566	281432	437611	367221	433612	280866	452004	66664	443471	281427	205851	172830	75234	402730	201329	430566	220456	236785	123894	307408	80352	272396	426210	401158	347815	393143	306800	189738	388926
((572, 148010))	365982	77088	306032	280866	264712	179840	199885	197821	431502	229784	281432	437611	188324	213027	210388	451653	332739	80130	244044	115423	66664	86538	268374	418042	207724	306800	316627	194402	297412	127723	236785	88057	165361	52212	222315	48195	57588	171864	430566	433612	86693	329214	205851	324776	388926	347815	53753	136865	307187	329217
((572, 225778))	52212	319030	365982	359778	402730	393143	443776	395754	452004	349470	401857	347815	207724	75234	210388	267310	61469	264712	367221	194402	344380	432631	30324	253382	66664	85830	337543	80130	272396	307408	307022	329217	281427	244044	236785	80352	425499	101821	169259	280566	226400	433612	351129	307187	303812	82503	48195	77088	329214	324776
((572, 26566))	171864	69523	401857	207724	53753	303812	264712	306032	189738	210388	379106	27582	430625	388926	281427	393143	188324	307187	123894	165361	456431	57588	23739	127723	236785	8837	199885	179840	375284	324776	66664	253382	244044	136865	280866	351050	365982	452004	425499	228617	395754	319030	86538	430566	222315	285107	435320	220456	443471	432631
((572, 392392))	272396	359778	201329	77088	57588	115423	80352	303812	280866	393143	66664	426210	329217	207724	307022	268374	456431	307187	188324	179840	171864	101821	308225	165361	316627	437611	267310	80130	319030	172830	23739	349227	289174	329214	213027	329378	189738	127723	367221	451653	375284	344380	452004	443471	86693	123894	347815	365982	52212	373988
((572, 214410))	393143	75234	329214	297412	77227	359778	268374	205851	306800	426210	88057	171864	165361	401158	367221	373988	23739	388926	452004	280566	66664	48195	197821	303812	123894	69523	431502	437611	188324	344380	307187	27582	375284	432631	451653	351050	115423	169259	236785	189738	136865	308225	436454	207724	285107	272396	349470	210388	430625	229784
((572, 89022))	226400	431502	319030	253382	395754	77227	307022	437611	80352	367221	344380	66664	201329	272396	61469	401158	401857	297412	8837	425499	426210	70567	136865	77088	430566	308225	373988	281432	433612	359778	303812	443471	127723	220456	324776	228617	101821	268374	307408	57588	86497	85830	115423	23739	222315	436454	171864	19771	402730	418042
((572, 427452))	367221	395754	86538	197821	253382	53753	303812	425499	392635	426210	19771	55888	169259	201329	220456	199885	245681	319030	123894	179840	365982	101821	351129	77227	66664	61469	226400	297412	136865	307187	32508	359778	306032	23739	172830	437611	281432	272396	188324	213027	244044	75234	373988	402730	435320	52212	418042	432631	337543	86497
((572, 418889))	86497	443776	30324	52212	289174	23739	349227	77088	27582	229784	101821	401158	69523	452004	55888	418042	426210	414768	433612	228617	349470	77227	201329	48195	307408	367221	451653	329214	127723	75234	375284	70567	329217	316627	351050	281432	123894	82503	436454	392635	395754	319030	179840	66664	19771	297412	226400	194402	303812	430566
((572, 194349))	297412	52212	367221	316627	213027	303812	115423	349227	220456	123894	307408	229784	80352	66664	189738	30324	456431	329378	32508	244044	306800	351050	329217	306032	75234	435320	253382	319030	426210	85830	452004	245681	307187	359778	365982	347815	272396	443471	19771	210388	430566	86693	414768	344380	80130	101821	207724	77227	281432	425499
((572, 277786))	349227	123894	267310	189738	367221	395754	80352	80130	329214	426210	172830	245681	82503	344380	220456	351050	86693	280866	307408	324776	199885	351129	207724	432631	303812	244044	23739	127723	329378	306800	201329	264712	280566	210388	388926	253382	27582	86538	272396	430566	430625	8837	75234	205851	359778	169259	77088	197821	228617	329217
((572, 401747))	210388	367221	86538	75234	443471	426210	23739	205851	207724	165361	418042	430566	402730	303812	451653	430625	433612	55888	77227	80130	452004	70567	307408	307187	197821	222315	136865	431502	395754	392635	80352	351129	85830	425499	268374	280566	272396	375284	456431	285107	432631	264712	297412	308225	115423	188324	319030	253382	365982	359778
((572, 126083))	66664	324776	268374	229784	8837	373988	303812	306032	80352	308225	280566	27582	430625	53753	443471	30324	306800	392635	75234	452004	426210	267310	52212	201329	245681	253382	347815	85830	236785	402730	332739	179840	395754	431502	307187	228617	136865	432631	365982	307022	414768	244044	307408	69523	171864	379106	329214	172830	32508	418042
((572, 74689))	418042	307187	308225	307408	401857	351129	197821	222315	393143	297412	115423	436454	452004	451653	199885	443776	70567	69523	349470	280566	220456	179840	82503	264712	123894	77088	61469	316627	53753	80130	77227	395754	267310	210388	329217	430566	289174	414768	86538	8837	101821	430625	281432	88057	272396	201329	165361	253382	373988	344380
((572, 64395))	359778	280866	101821	430625	220456	289174	86693	127723	171864	324776	307408	66664	199885	80130	267310	430566	179840	280566	379106	395754	281427	425499	332739	197821	268374	77227	194402	86497	392635	53753	414768	426210	245681	432631	172830	19771	349470	307187	70567	213027	30324	226400	27582	229784	48195	401857	169259	401158	451653	228617
((572, 104702))	194402	77227	61469	32508	329217	199885	451653	86693	280866	205851	115423	349470	169259	19771	23739	222315	236785	367221	395754	430625	379106	27582	297412	347815	101821	228617	418042	123894	426210	82503	456431	359778	48195	85830	316627	432631	77088	373988	443471	165361	244044	201329	267310	388926	289174	285107	229784	435320	430566	306032
((572, 166871))	188324	244044	253382	267310	316627	77227	66664	165361	197821	80352	332739	80130	236785	220456	70567	228617	375284	308225	179840	75234	443776	433612	297412	194402	205851	351050	435320	201329	86693	329214	430566	329378	452004	393143	272396	23739	344380	280566	349470	379106	127723	451653	115423	32508	425499	207724	229784	213027	307187	86538
((572, 377962))	324776	402730	55888	77227	351050	430625	171864	199885	379106	70567	435320	80130	165361	285107	392635	69523	82503	443776	57588	8837	253382	433612	194402	228617	373988	75234	425499	222315	418042	456431	86538	303812	188324	32508	268374	88057	61469	308225	426210	115423	344380	393143	349227	452004	349470	179840	281432	329214	432631	319030
((572, 411953))	86693	437611	401158	435320	115423	329378	264712	267310	80130	61469	426210	307187	57588	30324	431502	332739	285107	303812	171864	373988	367221	425499	418042	236785	69523	402730	319030	268374	344380	414768	85830	194402	347815	226400	199885	351129	80352	443776	207724	228617	48195	165361	205851	316627	308225	197821	401857	201329	395754	245681
((572, 270454))	435320	436454	66664	392635	297412	27582	101821	443471	375284	393143	197821	86497	53753	402730	172830	207724	418042	432631	306032	329217	57588	267310	226400	189738	307187	115423	443776	425499	188324	337543	329214	30324	179840	210388	220456	426210	285107	303812	88057	367221	23739	82503	222315	281432	123894	395754	344380	253382	61469	308225
((572, 388454))	306800	48195	88057	171864	52212	349227	75234	19771	375284	456431	189738	228617	201329	57588	213027	229784	365982	207724	165361	379106	337543	329217	430625	332739	432631	351129	402730	436454	244044	452004	280866	264712	188324	418042	425499	359778	220456	289174	435320	236785	393143	285107	316627	61469	395754	197821	430566	86538	30324	392635
((572, 272003))	82503	430566	425499	70567	85830	395754	307022	77227	332739	452004	344380	349470	52212	280566	418042	433612	171864	189738	329214	88057	388926	329378	188324	205851	197821	281427	347815	226400	86693	316627	289174	136865	379106	101821	373988	443776	432631	8837	307187	285107	264712	179840	210388	86497	272396	172830	268374	267310	199885	329217
((572, 186641))	306800	452004	86693	319030	165361	213027	425499	53753	435320	324776	77088	75234	436454	456431	85830	8837	329217	82503	285107	373988	55888	86497	297412	30324	349470	379106	77227	388926	307022	367221	281427	127723	332739	169259	267310	418042	188324	430625	280566	236785	303812	189738	201329	199885	70567	194402	80352	245681	401158	307187
((572, 265428))	414768	297412	32508	347815	456431	57588	329214	393143	53753	205851	319030	86538	451653	52212	169259	359778	86693	222315	75234	351050	210388	307022	432631	136865	101821	367221	264712	308225	337543	201329	165361	85830	395754	245681	172830	77088	452004	289174	220456	281427	77227	229784	244044	303812	127723	69523	189738	324776	236785	23739
((572, 305548))	229784	86538	306800	171864	75234	172830	82503	329214	197821	272396	426210	268374	244044	228617	77088	285107	319030	324776	165361	210388	375284	85830	48195	19771	351129	8837	388926	280866	349470	365982	245681	253382	402730	115423	452004	329217	395754	443471	344380	316627	80130	430625	222315	69523	306032	169259	432631	267310	77227	199885
((572, 89892))	285107	222315	80130	307022	169259	77227	19771	171864	388926	418042	66664	319030	401158	82503	452004	351129	281427	220456	165361	70567	188324	349470	55888	136865	393143	425499	316627	210388	8837	205851	289174	267310	253382	329217	189738	430566	344380	375284	199885	332739	337543	324776	53753	443776	307187	194402	351050	329378	27582	226400
((572, 237315))	451653	66664	306800	351129	19771	329378	244044	172830	136865	205851	281427	210388	77227	77088	127723	308225	307022	414768	306032	165361	289174	86538	61469	388926	437611	30324	332739	349470	452004	57588	85830	80352	226400	55888	88057	401857	433612	365982	86693	199885	344380	395754	351050	213027	367221	443471	245681	359778	222315	23739
((572, 383501))	430625	222315	379106	207724	307022	253382	289174	30324	52212	70567	431502	437611	316627	169259	351129	308225	244044	451653	349227	297412	395754	432631	179840	268374	226400	307187	77088	86538	66664	329217	220456	456431	127723	349470	77227	213027	375284	165361	197821	188324	435320	272396	402730	425499	303812	337543	85830	319030	236785	171864
((572, 68578))	414768	319030	430625	77088	188324	86497	307187	451653	349470	85830	431502	189738	285107	201329	418042	8837	75234	395754	127723	392635	27582	297412	69523	86538	66664	436454	433612	77227	172830	306032	229784	393143	306800	226400	213027	32508	267310	101821	344380	308225	207724	86693	367221	329378	456431	228617	281427	23739	179840	236785
((572, 252605))	86538	388926	236785	433612	430625	436454	88057	86693	402730	27582	280866	418042	324776	280566	395754	452004	373988	115423	66664	349227	48195	285107	82503	136865	430566	213027	347815	329214	77227	365982	401857	52212	426210	85830	205851	264712	281432	127723	220456	268374	188324	171864	329217	194402	272396	179840	308225	55888	201329	172830
((572, 362632))	375284	77088	451653	306032	401857	285107	210388	307022	220456	75234	57588	123894	329217	48195	329378	307187	77227	437611	425499	85830	402730	236785	332739	86693	171864	222315	337543	347815	395754	188324	392635	82503	23739	329214	303812	430625	379106	213027	244044	86538	245681	226400	199885	418042	66664	456431	349227	452004	115423	189738
((572, 86392))	349227	359778	61469	436454	201329	337543	207724	23739	189738	401158	77088	280866	80352	88057	136865	393143	213027	199885	319030	329217	443776	205851	392635	307187	452004	344380	115423	329378	402730	70567	435320	285107	85830	264712	19771	210388	27582	32508	172830	69523	425499	228617	101821	414768	169259	236785	80130	349470	375284	267310
((572, 61855))	351050	431502	69523	80352	77227	210388	281432	66664	433612	267310	188324	32508	245681	347815	169259	171864	213027	53753	351129	329214	289174	443776	392635	244044	280866	452004	194402	199885	430625	307187	30324	316627	77088	307408	280566	307022	19771	127723	179840	285107	27582	80130	101821	395754	253382	306800	52212	268374	306032	402730
((572, 252804))	86693	267310	281432	264712	57588	443776	253382	244044	27582	127723	437611	307408	297412	280566	329217	280866	430566	194402	228617	70567	347815	188324	289174	395754	220456	402730	172830	306032	245681	86497	23739	431502	329378	432631	344380	69523	303812	436454	426210	75234	55888	435320	80352	222315	199885	349227	210388	86538	236785	307187
((572, 402367))	253382	229784	48195	201329	303812	379106	307187	86538	280566	77088	88057	395754	101821	245681	436454	351129	306032	402730	189738	77227	349227	392635	86497	319030	349470	316627	307408	123894	281427	431502	344380	280866	19771	456431	127723	207724	272396	306800	23739	430566	285107	329214	297412	205851	69523	351050	329217	451653	432631	388926
((572, 172010))	395754	344380	86693	402730	332739	425499	236785	365982	307408	392635	281432	189738	213027	268374	329378	69523	337543	199885	75234	351129	456431	280566	220456	57588	359778	52212	435320	367221	86497	443471	30324	303812	172830	451653	281427	426210	349470	401857	82503	430625	414768	169259	77227	329214	307187	85830	222315	53753	349227	8837
((572, 244434))	280566	66664	435320	201329	179840	77227	220456	443471	456431	267310	359778	52212	365982	306800	303812	199885	136865	101821	430566	70567	205851	285107	197821	329378	349470	115423	80352	210388	332739	443776	281427	433612	347815	82503	280866	436454	373988	77088	425499	86538	236785	432631	430625	127723	329214	426210	189738	69523	75234	307408
((572, 443108))	452004	430625	280566	179840	189738	210388	53753	61469	123894	281432	430566	307022	319030	392635	48195	30324	88057	75234	359778	324776	272396	337543	19771	268374	289174	32508	127723	244044	222315	395754	70567	8837	344380	373988	213027	401857	280866	297412	207724	401158	306800	306032	431502	435320	80352	226400	77088	115423	165361	351050
((572, 119156))	425499	401158	430625	393143	308225	32508	418042	236785	115423	57588	431502	272396	213027	401857	456431	226400	75234	443471	80130	53753	80352	229784	172830	188324	367221	30324	297412	194402	329217	349227	268374	165361	351129	332739	48195	169259	319030	222315	451653	303812	207724	392635	395754	388926	136865	8837	359778	179840	443776	349470
((572, 210341))	179840	307408	220456	229784	189738	222315	80130	228617	171864	308225	272396	393143	197821	268374	213027	86693	136865	188324	66664	337543	57588	431502	205851	351050	443471	245681	169259	435320	86497	32508	349227	52212	426210	395754	392635	77088	236785	401158	280866	70567	344380	329214	430625	359778	443776	425499	23739	48195	349470	373988
((572, 91039))	402730	189738	373988	30324	179840	264712	401857	307022	52212	393143	169259	285107	253382	365982	267310	27582	213027	85830	205851	436454	165361	337543	222315	344380	280566	226400	69523	244044	401158	388926	272396	197821	194402	201329	207724	316627	75234	55888	359778	451653	414768	307187	229784	426210	392635	80352	123894	77227	289174	329217
((572, 281882))	430566	179840	285107	393143	194402	272396	280566	303812	32508	210388	169259	172830	201329	324776	69523	307187	307408	30324	188324	199885	264712	281427	77227	351050	395754	19771	351129	414768	435320	456431	373988	85830	344380	253382	48195	307022	86538	220456	229784	297412	123894	75234	367221	189738	127723	55888	425499	332739	280866	418042
((572, 180161))	375284	319030	32508	373988	55888	229784	359778	452004	19771	82503	349470	414768	70567	316627	437611	308225	379106	402730	171864	127723	179840	69523	430566	281432	210388	253382	77227	332739	172830	395754	401857	329378	30324	307187	388926	189738	222315	365982	8837	306032	226400	264712	205851	349227	228617	27582	337543	393143	344380	367221
((572, 423458))	86538	207724	88057	285107	80352	367221	53753	402730	205851	136865	316627	264712	57588	86497	431502	351050	236785	337543	171864	201329	393143	127723	172830	347815	280866	344380	332739	115423	61469	443471	165361	401857	245681	23739	75234	351129	319030	303812	452004	19771	308225	272396	329378	77227	52212	213027	430625	210388	27582	8837
((572, 195125))	303812	66664	451653	179840	210388	189738	316627	430625	347815	307187	268374	197821	337543	443776	324776	365982	101821	77088	86693	75234	127723	375284	205851	306800	226400	32508	373988	307022	55888	418042	188324	194402	349227	307408	53753	395754	344380	281432	165361	264712	401857	52212	57588	27582	452004	329217	253382	236785	80352	435320
((572, 144295))	236785	430625	359778	281427	332739	281432	27582	32508	431502	70567	307187	351050	349470	329217	306800	80130	344380	165361	437611	426210	115423	19771	136865	418042	436454	127723	432631	86693	48195	430566	55888	123894	77227	349227	373988	194402	289174	443471	80352	222315	324776	425499	392635	308225	401158	205851	452004	213027	210388	401857
((572, 280263))	85830	281427	359778	303812	316627	435320	244044	80130	329217	436454	349227	199885	433612	264712	75234	61469	332739	456431	70567	123894	86693	228617	127723	289174	307187	197821	77227	222315	53753	367221	349470	253382	30324	66664	236785	136865	280566	272396	115423	201329	347815	23739	402730	319030	443471	48195	344380	285107	189738	388926
((572, 121651))	280566	388926	220456	123894	332739	19771	436454	199885	244044	414768	437611	280866	430566	101821	402730	373988	169259	213027	136865	401857	351129	329378	281432	307408	349227	375284	379106	253382	395754	324776	236785	307187	48195	53753	456431	188324	452004	61469	172830	69523	392635	303812	55888	207724	245681	226400	179840	281427	210388	451653
((572, 348510))	210388	30324	179840	379106	66664	307408	86497	393143	280866	281432	329214	268374	77227	226400	199885	280566	75234	123894	57588	80130	306800	430566	264712	451653	436454	297412	207724	443471	365982	324776	61469	189738	213027	53753	435320	431502	437611	77088	373988	443776	401857	307022	319030	337543	69523	244044	303812	375284	86693	329378
